history_data,total,qed,sa,docking_score,smiles
GEN5-ROOT|GPT-5-6a61f6|CROSSOVER-d2512d_ee3e6f|CROSSOVER-cb0d7c_9718ad,-8.100000,0.894222,2.497514,-8.100000,[H]OC(=O)C([H])(C([H])([H])[H])C([H])([H])N1C([H])([H])C([H])([H])N(C(=O)OC([H])([H])c2c([H])c([H])c([H])c(F)c2[H])C([H])([H])C1([H])[H]
GEN5-ROOT|GPT-5-6a61f6|CROSSOVER-d2512d_ee3e6f|CROSSOVER-cb0d7c_9718ad|CROSSOVER-0fa08d_bddd77,-9.500000,0.446920,2.459934,-9.500000,[H]c1nc([H])c(C([H])([H])C(=O)c2c([H])c([H])c(C([H])([H])N(c3c([H])c([H])c(C([H])([H])C([H])([H])N([H])[H])c([H])c3F)C([H])([H])[H])c([H])c2[H])c([H])c1OC([H])([H])C([H])([H])C([H])([H])[H]
GEN5-ROOT|GPT-5-d83ed3|CROSSOVER-a9c5d3_0502b9,-8.800000,0.732094,1.896310,-8.800000,[H]c1c([H])c([H])c(C([H])([H])N(C(=O)C([H])([H])C(=O)C([H])([H])C([H])([H])[H])C([H])([H])c2c([H])c([H])c([H])c([H])c2[H])c([H])c1[H]
GEN5-ROOT|GPT-5-d83ed3|CROSSOVER-a9c5d3_0502b9|CROSSOVER-c48f84_2abe20,-7.900000,0.714735,2.162385,-7.900000,[H]c1c([H])c([H])c(C([H])([H])N(C(=O)C([H])([H])C(=O)C([H])([H])C([H])([H])[H])C([H])([H])C2([H]):C([H])([H]):C([H])([H]):C([H])([H]):C([H])([H]):C:2([H])[H])c([H])c1[H]
GEN5-ROOT|GPT-5-d83ed3|CROSSOVER-a9c5d3_0502b9|CROSSOVER-c48f84_5a1444,-7.800000,0.595417,2.582617,-7.800000,[H]c1nnc([H])c(N([H])[H])c1-c1c([H])c([H])c([H])c(C([H])([H])N(C(=O)C([H])([H])C(=O)C([H])([H])C([H])([H])[H])C([H])([H])c2c([H])c([H])c([H])c([H])c2[H])c1[H]
GEN7-ROOT|GPT-7-aaa657|CROSSOVER-822899_5038e7,-9.100000,0.708593,2.655851,-9.100000,[H]c1c([H])c(Cl)c(F)c(C([H])(N([H])C([H])([H])C([H])([H])C([H])([H])[H])C2([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])c1[H]
GEN7-ROOT|GPT-7-aaa657|CROSSOVER-822899_5038e7|CROSSOVER-08dd2f_0b5e00,-9.100000,0.347703,2.119527,-9.100000,[H]c1nc(Oc2c([H])c([H])c([H])c([H])c2[H])c(C(=O)Oc2c([H])c([H])c(C([H])N([H])C([H])([H])C([H])([H])C([H])([H])[H])c([H])c2F)c([H])c1[H]
GEN7-ROOT|GPT-7-aaa657|CROSSOVER-822899_5038e7|CROSSOVER-08dd2f_0b5e00|CROSSOVER-c22951_d2207d,-8.600000,0.825019,2.331706,-8.600000,[H]c1c([H])c([H])c(OC([H])([H])C2([H])Oc3c([H])c([H])c([H])c([H])c3C2([H])[H])c(F)c1[H]
GEN8-ROOT|GPT-8-405d65|CROSSOVER-24e17b_d24e02,-8.000000,0.832813,2.939364,-8.000000,[H]OC1=NC([H])([H])C([H])([H])N(C(=O)c2nc(Cl)c([H])c(N([H])C([H])([H])C([H])([H])C([H])([H])[H])c2[H])C1([H])[H]
GEN8-ROOT|GPT-8-ba2fae|CROSSOVER-59e495_7d9114,-7.100000,0.899679,2.425347,-7.100000,[H]OC([H])([H])c1c([H])c(-c2c([H])c([H])c(C([H])N([H])C([H])([H])[H])c([H])c2[H])nn1C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H]
GEN8-ROOT|GPT-8-ba2fae|CROSSOVER-59e495_b6e0ec,-9.700000,0.604168,2.689854,-9.700000,[H]C([H])=C([H])c1c([H])c([H])c([H])c(OC(c2c([H])c([H])c([H])c(-c3nc([H])c(F)c([H])c3[H])c2[H])C([H])([H])[H])c1[H]
GEN8-ROOT|GPT-8-ba2fae|CROSSOVER-59e495_b6e0ec|CROSSOVER-80a053_4b9d30,-9.600000,0.604168,2.689854,-9.600000,[H]C([H])=C([H])c1c([H])c([H])c([H])c(OC([H])(c2c([H])c([H])c([H])c(-c3nc([H])c(F)c([H])c3[H])c2[H])C([H])([H])[H])c1[H]
GEN8-ROOT|GPT-8-ba2fae|CROSSOVER-59e495_b6e0ec|CROSSOVER-80a053_4b9d30|CROSSOVER-fa10cc_542de3,-9.500000,0.715969,2.816060,-9.500000,[H]C([H])=C([H])c1c([H])c([H])c([H])c(OC([H])(c2c([H])c([H])c([H])c(-c3nc([H])c(F)c([H])c3[H])c2[H])C([H])([H])N([H])[H])c1[H]
GEN8-ROOT|GPT-8-ba2fae|CROSSOVER-59e495_b6e0ec|CROSSOVER-80a053_4b9d30|CROSSOVER-fa10cc_542de3|CROSSOVER-e79029_b76f63|CROSSOVER-3c4bba_b77ae9,-6.900000,0.644037,2.364945,-6.900000,[H]c1nc(-c2c([H])c([H])c([H])c(C([H])([H])C([H])([H])N([H])[H])c2Oc2c([H])c([H])c(Br)c([H])c2F)c([H])c([H])c1F
ROOT-0,-5.700000,0.579290,3.106389,-5.700000,C#CC(C)(C)NCC(C)=O
ROOT-0|CROSSOVER-7c103a_412d72|CROSSOVER-a29a1e_29463e,-9.400000,0.484694,3.211372,-9.400000,[H]c1c([H])c(Cl)c(N([H])[H])c(C(=O)c2([H])c([H])c([H])c([H])([H])c([H])([H])c2([H])[H])c1[H]
ROOT-0|CROSSOVER-7c103a_412d72|CROSSOVER-a29a1e_3c741e|CROSSOVER-c802e3_39d851,-8.700000,0.856483,1.748032,-8.700000,[H]c1c([H])c([H])c(N(C([H])([H])[H])C([H])([H])c2c([H])c([H])c(C([H])([H])N([H])C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c2[H])c([H])c1[H]
ROOT-0|CROSSOVER-7c103a_412d72|CROSSOVER-a29a1e_3c741e|CROSSOVER-c802e3_39d851|CROSSOVER-222ac6_0d2e9a,-6.800000,0.744343,1.703624,-6.800000,[H]c1c([H])c(C([H])([H])N([H])C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c1C([H])([H])N([H])C([H])([H])[H]
ROOT-0|CROSSOVER-7c103a_412d72|CROSSOVER-a29a1e_3c741e|CROSSOVER-c802e3_7701ed,-9.900000,0.339414,2.641614,-9.900000,[H]c1c([H])c([H])c(N([H])C(=O)c2c([H])c([H])c(C([H])([H])N([H])C(=O)C3=NN(C([H])([H])c4c([H])c([H])c(C([H])([H])C([H])([H])N([H])[H])c([H])c4[H])C(=O)C([H])([H])C3([H])[H])c(N3C([H])([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])c2[H])c([H])c1[H]
ROOT-0|CROSSOVER-7c103a_412d72|CROSSOVER-a29a1e_3c741e|CROSSOVER-c802e3_a71501|CROSSOVER-afe123_a635c9,-8.800000,0.839184,3.536327,-8.800000,[H]c1c([H])c([H])c2c([H])c(C([H])(C(F)=C(F)F)N([H])C([H])(C([H])([H])[H])C([H])([H])[H])oc2c1Cl
ROOT-0|CROSSOVER-7c103a_412d72|CROSSOVER-a29a1e_464899|CROSSOVER-88cf1b_8e56f2,-8.500000,0.833064,1.963664,-8.500000,[H]c1c([H])c([H])c(N([H])C([H])([H])c2c([H])c([H])c(C([H])([H])C([H])(F)F)c(Cl)c2[H])c([H])c1[H]
ROOT-0|CROSSOVER-7c103a_412d72|CROSSOVER-a29a1e_6c6732|CROSSOVER-1a319f_2f8bd1|CROSSOVER-cfbcbd_04ba04,-6.500000,0.807483,1.927282,-6.500000,[H]c1c([H])c(C([H])([H])C([H])([H])N([H])[H])c(F)c([H])c1Br
ROOT-0|CROSSOVER-7c103a_412d72|CROSSOVER-a29a1e_6c6732|CROSSOVER-1a319f_2f8bd1|CROSSOVER-cfbcbd_2617f5,-7.900000,0.894259,2.332178,-7.900000,[H]c1nc(N([H])C(=O)c2c([H])c([H])c(C([H])([H])C([H])([H])N([H])[H])c(F)c2[H])c([H])nc1Br
ROOT-0|CROSSOVER-7c103a_412d72|CROSSOVER-a29a1e_6c6732|CROSSOVER-1a319f_7b2530|CROSSOVER-8e56f2_fac6b8,-7.400000,0.832605,2.173404,-7.400000,[H]c1c([H])c(C([H])([H])C([H])(F)F)c(Cl)c([H])c1C(=O)N([H])[H]
ROOT-0|CROSSOVER-7c103a_412d72|CROSSOVER-a29a1e_6c6732|CROSSOVER-1a319f_8ad45b|CROSSOVER-7ec8a5_36c40e,-10.000000,0.420173,2.411466,-10.000000,[H]c1nc(-c2c([H])c(C([H])([H])OC(=O)c3c([H])c([H])c([H])c(F)c3N([H])[H])c(F)c([H])c2F)c([H])c([H])c1F
ROOT-0|CROSSOVER-7c103a_412d72|CROSSOVER-a29a1e_6c6732|CROSSOVER-1a319f_cfcf17,-8.700000,0.791490,1.590456,-8.700000,[H]c1c([H])c([H])c(N(C(=O)c2c([H])c([H])c([H])c(Cl)c2[H])C([H])([H])[H])c([H])c1[H]
ROOT-0|CROSSOVER-7c103a_412d72|CROSSOVER-a29a1e_7d4c93,-8.400000,0.819103,1.578208,-8.400000,[H]c1c([H])c([H])c(N([H])C([H])([H])c2c([H])c([H])c(C([H])([H])N([H])C([H])(C([H])([H])[H])C([H])([H])[H])c([H])c2[H])c([H])c1[H]
ROOT-0|CROSSOVER-7c103a_9c9230|CROSSOVER-3d5afd_542de3,-8.100000,0.758802,2.409147,-8.100000,[H]C#CC(N([H])C([H])([H])C(=O)C([H])([H])c1c([H])c([H])c([H])c([H])c1[H])(C([H])([H])[H])C([H])([H])[H]
ROOT-0|CROSSOVER-7c103a_9c9230|CROSSOVER-3d5afd_59f935,-8.200000,0.751714,3.307567,-8.200000,[H]C#CC(N([H])C([H])([H])C(=O)C([H])([H])c1c([H])c([H])c(C([H])([H])N2C([H])([H])C([H])([H])C3(C2([H])[H])C([H])([H])C([H])([H])OC([H])([H])C3([H])[H])c([H])c1[H])(C([H])([H])[H])C([H])([H])[H]
ROOT-0|CROSSOVER-7c103a_9c9230|CROSSOVER-3d5afd_8e56f2,-9.800000,0.752944,2.584268,-9.800000,[H]C#CC(N([H])C([H])([H])C(=O)C([H])([H])c1c([H])c([H])c(C([H])([H])c2c([H])c([H])c([H])c(F)c2[H])c([H])c1Cl)(C([H])([H])[H])C([H])([H])[H]
ROOT-0|CROSSOVER-7c103a_9c9230|CROSSOVER-3d5afd_eb79a4,-4.500000,0.374957,3.078084,-4.500000,[H]C#CC([H])(C([H])([H])[H])C([H])([H])[H]
ROOT-1,-4.900000,0.468118,3.752070,-4.900000,C#CC1(CO)CC1
ROOT-10,-4.600000,0.435430,2.830115,-4.600000,C/C=C\C(C)=O
ROOT-11,-5.000000,0.371599,3.546619,-5.000000,C=C/C=C\CC=C
ROOT-12,-6.900000,0.612244,2.344174,-6.900000,C=CCCC(=O)N1CCC(=O)CC1
ROOT-12|CROSSOVER-f531ad_9c7e8a,-7.800000,0.803709,2.591995,-7.800000,[H]c1c([H])c(C([H])([H])[H])c([H])c(C([H])(N([H])S(=O)(=O)C([H])([H])C([H])([H])N([H])C([H])([H])[H])C([H])([H])[H])c1[H]
ROOT-12|CROSSOVER-f531ad_9c7e8a|CROSSOVER-f30005_72f071,-8.100000,0.647284,3.101986,-8.100000,[H]C([H])=C([H])c1c([H])c([H])c([H])c(C([H])(N([H])S(=O)(=O)C([H])([H])C([H])([H])N([H])C([H])([H])[H])C([H])([H])N([H])[H])c1[H]
ROOT-13,-6.600000,0.501991,3.091389,-6.600000,C=CCCC[C@H](C)NC(=O)[C@H](C)OC
ROOT-14,-8.000000,0.549505,3.779682,-8.000000,C=CCNC(=O)[C@@H](C#N)C(=O)[C@H]1CCC(=O)C1
ROOT-14|CROSSOVER-54fe43_081fd9,-7.900000,0.549505,3.779682,-7.900000,[H]C([H])=C([H])C([H])([H])N([H])C(=O)[C@]([H])(C#N)C(=O)[C@@]1([H])C([H])([H])C(=O)C([H])([H])C1([H])[H]
ROOT-14|CROSSOVER-54fe43_338b4f,-7.500000,0.549505,3.779682,-7.500000,[H]C([H])=C([H])C([H])([H])N([H])C(=O)[C@@]([H])(C#N)C(=O)[C@]1([H])C([H])([H])C(=O)C([H])([H])C1([H])[H]
ROOT-15,-5.800000,0.333980,4.122346,-5.800000,C=C[C@@H](C)ON=CC(C)C
ROOT-16,-5.900000,0.592905,3.728051,-5.900000,C=C[C@@](C)(O)CNCc1cc[nH]c1
ROOT-16|CROSSOVER-d53d84_a484ec,-7.700000,0.434971,2.332663,-7.700000,[H]OC(=O)c1c([H])c([H])c([H])c(OC([H])([H])C(=NC([H])([H])C([H])([H])OC([H])([H])[H])O[H])c1[H]
ROOT-16|CROSSOVER-d53d84_a484ec|CROSSOVER-bd2af1_59f935,-7.700000,0.352297,3.401692,-7.700000,[H]OC(=NC([H])([H])C([H])([H])OC([H])([H])[H])C([H])([H])Oc1c([H])c(C([H])([H])N2C([H])([H])C([H])([H])C3(C2([H])[H])C([H])([H])C([H])([H])OC([H])([H])C3([H])[H])c([H])c([H])c1C([H])([H])C([H])([H])N([H])[H]
ROOT-17,-7.400000,0.634938,2.264651,-7.400000,C=Cc1c(CC)cccc1CC
ROOT-17|CROSSOVER-aa4933_53c1d0,-7.400000,0.634938,2.264651,-7.400000,[H]C([H])=C([H])c1c(C([H])([H])C([H])([H])[H])c([H])c([H])c([H])c1C([H])([H])C([H])([H])[H]
ROOT-17|CROSSOVER-aa4933_53c1d0|CROSSOVER-2f81fa_72f071,-7.200000,0.695813,1.634864,-7.200000,[H]c1c([H])c(C([H])C([H])([H])[H])c([H])c(C([H])([H])C([H])([H])N([H])[H])c1[H]
ROOT-17|CROSSOVER-aa4933_53c1d0|CROSSOVER-2f81fa_72f071|CROSSOVER-347ac1_3003c5,-7.200000,0.695813,1.634864,-7.200000,[H]c1c([H])c(C([H])([H])C([H])([H])[H])c([H])c(C([H])([H])C([H])([H])N([H])[H])c1[H]
ROOT-17|CROSSOVER-aa4933_d1f471,-6.100000,0.500087,2.984751,-6.100000,[H]N1C(=O)N([H])[C@]([H])(C([H])(C([H])([H])[H])C([H])([H])[H])C1=O
ROOT-18,-7.300000,0.693154,2.057275,-7.300000,C=Cc1cccc(CCN)c1
ROOT-18|CROSSOVER-72f071_3c741e|CROSSOVER-2f8bd1_29fde1,-9.500000,0.688560,2.524565,-9.500000,[H]C([H])=C([H])c1c([H])c([H])c([H])c(OC([H])(c2c([H])c([H])c([H])c(-c3c([H])c([H])c([H])c([H])c3[H])c2[H])C([H])([H])N([H])[H])c1[H]
ROOT-18|CROSSOVER-72f071_3c741e|CROSSOVER-2f8bd1_97d34d|CROSSOVER-b77ae9_00f7ca,-7.900000,0.907962,2.807010,-7.900000,[H]c1nc(N([H])C([H])(c2c([H])c([H])c([H])c([H])c2[H])C([H])([H])N([H])[H])c([H])nc1Br
ROOT-18|CROSSOVER-72f071_3c741e|CROSSOVER-2f8bd1_97d34d|CROSSOVER-b77ae9_c48f84,-8.500000,0.336170,2.313542,-8.500000,[H]c1c([H])c([H])c(C([H])([H])N(C(=O)C([H])([H])C(=O)C([H])([H])C([H])([H])[H])C([H])([H])c2c([H])c([H])c([H])c([H])c2Oc2c([H])c([H])c(Br)c([H])c2F)c([H])c1[H]
ROOT-18|CROSSOVER-72f071_3c741e|CROSSOVER-2f8bd1_97d34d|CROSSOVER-b77ae9_c802e3,-9.500000,0.570949,1.985742,-9.500000,[H]c1c([H])c([H])c(N([H])C(=O)c2c([H])c([H])c(C([H])([H])C([H])([H])N([H])[H])c(Oc3c([H])c([H])c(Br)c([H])c3F)c2[H])c([H])c1[H]
ROOT-18|CROSSOVER-72f071_3c741e|CROSSOVER-2f8bd1_97d34d|CROSSOVER-b77ae9_c802e3|CROSSOVER-73fd93_725a15,-5.800000,0.575903,1.309894,-5.800000,[H]c1c([H])c([H])c(N([H])C([H])([H])[H])c([H])c1[H]
ROOT-18|CROSSOVER-72f071_3c741e|CROSSOVER-2f8bd1_97d34d|CROSSOVER-b77ae9_c802e3|CROSSOVER-73fd93_a574c7,-8.200000,0.840664,2.086784,-8.200000,[H]c1c([H])c([H])c(N([H])C([H])(c2c([H])c([H])c(C([H])([H])C([H])([H])N([H])[H])c([H])c2[H])C([H])([H])[H])c([H])c1[H]
ROOT-18|CROSSOVER-72f071_3c741e|CROSSOVER-2f8bd1_fddcb7,-6.300000,0.624507,1.292277,-6.300000,[H]c1c([H])c([H])c(C([H])C([H])([H])N([H])[H])c([H])c1[H]
ROOT-18|CROSSOVER-72f071_3c741e|CROSSOVER-2f8bd1_fddcb7|CROSSOVER-542de3_b53db5,-8.500000,0.769723,1.786957,-8.500000,[H]c1nc([H])c(C([H])([H])C([H])([H])c2c([H])c([H])c([H])c([H])c2[H])c([H])c1OC([H])([H])C([H])([H])C([H])([H])[H]
ROOT-18|CROSSOVER-72f071_cefb6a_CROSSOVER-72f071_f9c159,-7.300000,0.693154,2.057275,-7.300000,[H]C([H])=C([H])c1c([H])c([H])c([H])c(C([H])([H])C([H])([H])N([H])[H])c1[H]
ROOT-18|CROSSOVER-72f071_cefb6a_CROSSOVER-72f071_f9c159|CROSSOVER-819f3a_8dc9f8|CROSSOVER-59f935_73aa74,-8.000000,0.925437,2.933139,-8.000000,[H]c1c([H])c(C([H])([H])C([H])([H])N([H])[H])c([H])c(F)c1C([H])([H])N1C([H])([H])C([H])([H])C2(C1([H])[H])C([H])([H])C([H])([H])OC([H])([H])C2([H])[H]
ROOT-18|CROSSOVER-72f071_cefb6a_CROSSOVER-72f071_f9c159|CROSSOVER-819f3a_8dc9f8|CROSSOVER-59f935_73aa74|CROSSOVER-209483_3003c5,-7.300000,0.877729,3.134168,-7.300000,[H]c1nc(-c2c([H])c(C([H])([H])C([H])([H])N([H])[H])c([H])c([H])c2C([H])([H])N2C([H])([H])C([H])([H])C3(C2([H])[H])C([H])([H])C([H])([H])OC([H])([H])C3([H])[H])c([H])c([H])c1F
ROOT-18|CROSSOVER-72f071_cefb6a_CROSSOVER-72f071_f9c159|CROSSOVER-819f3a_8dc9f8|CROSSOVER-59f935_73aa74|CROSSOVER-209483_556f9b,-10.200000,0.383459,3.280533,-10.200000,[H]c1c([H])c([H])c2c(c1[H])OC([H])(C([H])([H])Oc1c(C([H])([H])N([H])C(=O)C3=NN(C([H])([H])c4c([H])c([H])c(C([H])([H])C([H])([H])N([H])[H])c([H])c4[H])C(=O)C([H])([H])C3([H])[H])c([H])c([H])c([H])c1C([H])([H])C([H])([H])[H])C2([H])[H]
ROOT-18|CROSSOVER-72f071_cefb6a_CROSSOVER-72f071_f9c159|CROSSOVER-819f3a_8dc9f8|CROSSOVER-59f935_73aa74|CROSSOVER-209483_73aa74,-7.600000,0.904786,2.946222,-7.600000,[H]c1c([H])c(C([H])([H])C([H])([H])N([H])C([H])([H])[H])c([H])c(F)c1C([H])([H])N1C([H])([H])C([H])([H])C2(C1([H])[H])C([H])([H])C([H])([H])OC([H])([H])C2([H])[H]
ROOT-18|CROSSOVER-72f071_cefb6a_CROSSOVER-72f071_f9c159|CROSSOVER-819f3a_8dc9f8|CROSSOVER-59f935_73aa74|CROSSOVER-209483_7ec8a5,-8.900000,0.656589,2.150476,-8.900000,[H]c1c([H])c(F)c(N([H])[H])c(C(=O)OC([H])([H])c2c([H])c([H])c(C([H])([H])C([H])([H])N([H])[H])c([H])c2F)c1[H]
ROOT-18|CROSSOVER-72f071_cefb6a_CROSSOVER-72f071_f9c159|CROSSOVER-819f3a_8dc9f8|CROSSOVER-59f935_7b2530,-7.900000,0.822475,3.086565,-7.900000,[H]c1c([H])c(C([H])([H])C([H])(F)F)c(Cl)c([H])c1C([H])([H])N1C([H])([H])C([H])([H])C2(C1([H])[H])C([H])([H])C([H])([H])OC([H])([H])C2([H])[H]
ROOT-19,-6.500000,0.460246,2.903589,-6.500000,CC(=O)Nc1c[nH]c(C(=O)NC#N)c1
ROOT-19|CROSSOVER-27df27_8c92c9,-6.600000,0.460246,2.903589,-6.600000,[H]c1c(N([H])C(=O)C([H])([H])[H])c([H])n([H])c1C(=O)N([H])C#N
ROOT-2,-5.400000,0.434252,2.702883,-5.400000,C#CCCNS(C)(=O)=O
ROOT-20,-4.400000,0.419680,2.566379,-4.400000,CC(=O)OCC(N)=S
ROOT-21,-5.500000,0.665825,3.416303,-5.500000,CC(=O)OC[C@@H](C)NC/C=C\Cl
ROOT-22,-4.600000,0.421014,3.135255,-4.600000,CC(=O)O[C@@H](C)CCl
ROOT-23,-5.300000,0.577515,3.042971,-5.300000,CC(=O)[C@H](C)OCC(N)=O
ROOT-24,-6.500000,0.701830,3.579144,-6.500000,CC(C)C[C@H]1CCC[C@]1(N)C(=O)O
ROOT-24|CROSSOVER-b8775f_1171af_CROSSOVER-75d2c3_1171af,-7.900000,0.520291,4.011193,-7.900000,[H]C#CC([H])([H])c1nnnn1SC([H])(C(=Nc1c([H])c([H])c([H])c([H])c1Cl)O[H])C([H])([H])[H]
ROOT-24|CROSSOVER-b8775f_1171af_CROSSOVER-75d2c3_1171af|CROSSOVER-63252e_e921ad,-7.500000,0.281575,2.484491,-7.500000,[H]SC(=Nc1c([H])c(Cl)c([H])c([H])c1Cl)N1C([H])([H])C([H])([H])N(C([H])(c2c([H])c([H])c([H])c([H])c2[H])c2c([H])c([H])c([H])c([H])c2[H])C([H])([H])C1([H])[H]
ROOT-24|CROSSOVER-b8775f_1306b1,-6.100000,0.701830,3.579144,-6.100000,[H]OC(=O)[C@@]1(N([H])[H])C([H])([H])C([H])([H])C([H])([H])[C@@]1([H])C([H])C([H])(C([H])([H])[H])C([H])([H])[H]
ROOT-24|CROSSOVER-b8775f_ff5151,-6.900000,0.701830,3.579144,-6.900000,[H]OC(=O)[C@]1(N([H])[H])C([H])([H])C([H])([H])C([H])([H])[C@]1([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H]
ROOT-24|CROSSOVER-b8775f_ff5151|CROSSOVER-8f1a43_a058f1,-6.300000,0.358578,3.677681,-6.300000,[H]C#CC([H])([H])SC([H])([H])C(=Nc1c([H])nn(C([H])([H])C([H])([H])[H])c1[H])O[H]
ROOT-25,-4.600000,0.516926,3.004734,-4.600000,CC(C)[C@@H]1CCN1
ROOT-26,-5.800000,0.500087,2.984751,-5.800000,CC(C)[C@@H]1NC(=O)NC1=O
ROOT-27,-7.500000,0.520456,1.754086,-7.500000,CCC(=O)CC(=O)c1ccccc1
ROOT-27|CROSSOVER-635d3a_0dd4dc,-8.000000,0.520456,1.754086,-8.000000,[H]c1c([H])c([H])c(C(=O)C([H])([H])C(=O)C([H])([H])C([H])([H])[H])c([H])c1[H]
ROOT-27|CROSSOVER-635d3a_0dd4dc|CROSSOVER-c153cd_368227,-8.200000,0.550644,2.284273,-8.200000,[H]c1c([H])c([H])c2c([H])c(OC([H])([H])[H])c(N=C=O)c([H])c2c1[H]
ROOT-27|CROSSOVER-635d3a_0dd4dc|CROSSOVER-c153cd_54fe43,-8.200000,0.552518,2.658625,-8.200000,[H]c1c([H])c([H])c(C(=O)C([H])(C#N)C(=O)C([H])([H])C([H])([H])[H])c([H])c1[H]
ROOT-27|CROSSOVER-635d3a_1638df,-7.600000,0.625801,2.965477,-7.600000,[H]c1nc(N([H])C([H])(C([H])([H])C(=O)c2c([H])c([H])c([H])c([H])c2[H])C([H])([H])C([H])([H])[H])c(C(=O)OC([H])([H])[H])s1
ROOT-28,-7.400000,0.709236,1.984708,-7.400000,CCCNCc1cc2ccccc2[nH]1
ROOT-29,-6.300000,0.722829,2.879950,-6.300000,CCCN[C@H](C(=O)O)c1cnn(C)c1
ROOT-3,-6.300000,0.563976,2.862183,-6.300000,C#CCCn1ccncc1=O
ROOT-30,-4.000000,0.457864,2.459215,-4.000000,CCCOCCBr
ROOT-31,-6.900000,0.752610,2.978335,-6.900000,CCC[C@H](CC)Nc1cc(N)ncn1
ROOT-31|CROSSOVER-bad34a_89c323,-7.300000,0.818612,3.479736,-7.300000,[H]c1nc(N([H])[H])c([H])c(N([H])C([H])(C([H])([H])C([H])([H])C([H])([H])[H])C([H])(N2C([H])([H])C([H])([H])OC([H])([H])C2([H])[H])C([H])([H])[H])n1
ROOT-31|CROSSOVER-bad34a_89c323|CROSSOVER-f85b44_7ee7cb,-6.700000,0.790249,3.611604,-6.700000,[H]c1nc(N([H])[H])c([H])c(N([H])C([H])(C(=O)C([H])([H])C([H])([H])[H])C([H])(N2C([H])([H])C([H])([H])OC([H])([H])C2([H])[H])C([H])([H])[H])n1
ROOT-31|CROSSOVER-bad34a_89c323|CROSSOVER-f85b44_9a2611,-6.100000,0.640278,2.467737,-6.100000,[H]C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])(N1C([H])([H])C([H])([H])OC([H])([H])C1([H])[H])C([H])([H])[H]
ROOT-32,-6.200000,0.702387,2.493281,-6.200000,CCN(C)c1cc(Cl)cc(C)n1
ROOT-32|CROSSOVER-e01395_1e8e2c,-6.200000,0.702387,2.493281,-6.200000,[H]c1c(C([H])[H])nc(N(C([H])([H])[H])C([H])([H])C([H])([H])[H])c([H])c1Cl
ROOT-33,-3.700000,0.494721,1.944789,-3.700000,CCOCCO
ROOT-34,-5.900000,0.620703,3.151406,-5.900000,CC[C@@H]1CN(CC(=O)NC)C[C@H]1O
ROOT-35,-4.600000,0.523718,3.806152,-4.600000,CC[C@@]1(C)C[C@@H]1N
ROOT-36,-7.500000,0.746450,3.805310,-7.500000,CC[C@H](C(=O)N[C@H]1CCC1(C)C)[C@H](C)O
ROOT-36|CROSSOVER-1bcf92_8f1a43,-6.700000,0.701830,3.579144,-6.700000,[H]OC(=O)[C@]1(N([H])[H])C([H])([H])C([H])([H])C([H])([H])[C@@]1([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H]
ROOT-36|CROSSOVER-1bcf92_bd2af1,-7.500000,0.746450,3.805310,-7.500000,[H]O[C@@]([H])(C([H])([H])[H])[C@@]([H])(C(=O)N([H])[C@@]1([H])C([H])([H])C([H])([H])C1(C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])[H]
ROOT-37,-6.400000,0.623824,3.453039,-6.400000,CC[C@H](CO)NC[C@@H]1C[C@H]1C
ROOT-37|CROSSOVER-ef89e2_529ad9,-6.400000,0.623824,3.453039,-6.400000,[H]OC([H])([H])C([H])(N([H])C([H])([H])[C@]1([H])C([H])([H])[C@@]1([H])C([H])([H])[H])C([H])([H])C([H])([H])[H]
ROOT-37|CROSSOVER-ef89e2_83a9dd,-7.000000,0.175855,4.694846,-7.000000,[H]OC([H])(OC([H])(C([H])([H])[H])C([H])(N([H])C([H])([H])[C@]1([H])C([H])([H])[C@@]1([H])C([H])([H])[H])C([H])([H])O[H])c1c([H])c([H])c([H])c(C2([H])C(=O)C(=O)N(c3c([H])c([H])c([H])c([H])c3F)C2([H])c2c([H])c(OC([H])([H])C([H])([H])[H])c([H])c([H])c2OC([H])([H])[H])c1[H]
ROOT-37|CROSSOVER-ef89e2_83a9dd|CROSSOVER-51671b_d8c290,-5.900000,0.175855,4.694846,-5.900000,[H]OC([H])(OC([H])(C([H])([H])[H])C([H])(N([H])C([H])([H])[C@@]1([H])C([H])([H])[C@@]1([H])C([H])([H])[H])C([H])([H])O[H])c1c([H])c([H])c([H])c(C2([H])C(=O)C(=O)N(c3c([H])c([H])c([H])c([H])c3F)C2([H])c2c([H])c(OC([H])([H])C([H])([H])[H])c([H])c([H])c2OC([H])([H])[H])c1[H]
ROOT-38,-6.300000,0.468842,2.411449,-6.300000,CCc1ccc(N)c(S)c1
